,Contract ID,Bid Rank,Vendor ID,PercentOfEstimates,ParticipantsCount,Unnamed: 8
2586,C13397,1,159C,0.838924,5,
2587,C13397,2,028B,0.91036,5,
2588,C13397,3,924A,0.965754,5,
2589,C13397,4,163D,1.0199,5,
2590,C13397,5,032A,1.080474,5,
2592,C12542,1,392G,0.986421,6,
2593,C12542,2,164A,0.999008,6,
2594,C12542,3,870A,1.007109,6,
2595,C12542,4,169A,1.007663,6,
2596,C12542,5,417A,1.032457,6,
2597,C12542,6,696A,1.079756,6,
2599,C12414,1,790A,1.190447,9,
2600,C12414,2,801A,1.191694,9,
2601,C12414,3,159C,1.223065,9,
2602,C12414,4,274A,1.238839,9,
2603,C12414,5,977A,1.246818,9,
2604,C12414,6,1011A,1.257566,9,
2605,C12414,7,160A,1.263167,9,
2606,C12414,8,955A,1.287552,9,
2607,C12414,9,668A,1.429511,9,
2609,C12399,1,232A,1.289757,4,
2610,C12399,2,769A,1.295009,4,
2611,C12399,3,279A,1.303192,4,
2612,C12399,4,084A,1.502449,4,
2614,C13386,1,807A,1.035513,2,
2615,C13386,2,160A,1.248493,2,
2617,C13298,1,005A,0.860002,7,
2618,C13298,2,547C,0.887542,7,
2619,C13298,3,505A,0.915135,7,
2620,C13298,4,245B,0.917244,7,
2621,C13298,5,163D,0.980365,7,
2622,C13298,6,091A,1.014455,7,
2623,C13298,7,159C,1.16559,7,
2625,C12567,1,124A,1.090077,4,
2626,C12567,2,865A,1.216821,4,
2627,C12567,3,503F,1.237988,4,
2628,C12567,4,1086A,1.385702,4,
2630,C92312,1,169A,1.0,7,
2631,C92312,2,164A,1.003711,7,
2632,C92312,3,870A,1.043448,7,
2633,C92312,4,562A,1.050752,7,
2634,C92312,5,392G,1.108023,7,
2635,C92312,6,968A,1.126076,7,
2636,C92312,7,373A,1.201408,7,
2638,C12849,1,124A,1.410588,3,
2639,C12849,2,1068A,2.115995,3,
2640,C12849,3,1029A,2.187296,3,
2642,C12713,1,159C,0.856317,4,
2643,C12713,2,769A,0.880927,4,
2644,C12713,3,341A,1.072589,4,
2645,C12713,4,488A,1.100032,4,
2647,C12522,1,417A,0.880311,8,
2648,C12522,2,562A,0.896905,8,
2649,C12522,3,169A,0.912999,8,
2650,C12522,4,164A,0.919886,8,
2651,C12522,5,392G,0.926059,8,
2652,C12522,6,870A,0.948299,8,
2653,C12522,7,011A,1.002369,8,
2654,C12522,8,373A,1.014953,8,
2656,C11848,1,169A,1.012302,5,
2657,C11848,2,011A,1.096597,5,
2658,C11848,3,870A,1.100926,5,
2659,C11848,4,1118A,1.157827,5,
2660,C11848,5,159C,1.190807,5,
2662,C92911,1,392G,0.910705,4,
2663,C92911,2,164A,0.985333,4,
2664,C92911,3,417A,0.987222,4,
2665,C92911,4,865A,1.134098,4,
2667,C12915,1,179A,0.670852,2,
2668,C12915,2,060A,0.853022,2,
2670,C12858,1,955A,0.83114,7,
2671,C12858,2,790A,0.87692,7,
2672,C12858,3,160A,0.898632,7,
2673,C12858,4,562A,0.944387,7,
2674,C12858,5,373A,0.96053,7,
2675,C12858,6,1011A,1.013483,7,
2676,C12858,7,159C,1.037531,7,
2678,C12056,1,164A,0.877008,9,
2679,C12056,2,924A,0.880769,9,
2680,C12056,3,169A,0.895495,9,
2681,C12056,4,011A,0.908108,9,
2682,C12056,5,417A,0.908729,9,
2683,C12056,6,870A,0.910179,9,
2684,C12056,7,373A,0.931803,9,
2685,C12056,8,392G,0.950452,9,
2686,C12056,9,696A,0.995803,9,
2688,C12768,1,793A,0.829524,3,
2689,C12768,2,1062A,1.139389,3,
2690,C12768,3,769A,1.424079,3,
2692,C13176,1,793A,0.994568,2,
2693,C13176,2,232A,1.28671,2,
2695,C13395,1,501A,1.0703,5,
2696,C13395,2,1010A,1.243524,5,
2697,C13395,3,060C,1.33039,5,
2698,C13395,4,982A,1.571883,5,
2699,C13395,5,162A,1.876065,5,
2701,MM5004,1,2014A,0.827376,3,
2702,MM5004,2,1066A,0.863381,3,
2703,MM5004,3,386A,1.027003,3,
2705,C12018,1,174A,1.063608,3,
2706,C12018,2,084A,1.06855,3,
2707,C12018,3,284A,1.258268,3,
2709,C92054,1,417A,0.96599,9,
2710,C92054,2,870A,1.152828,9,
2711,C92054,3,865A,1.204833,9,
2712,C92054,4,696A,1.218487,9,
2713,C92054,5,169A,1.250415,9,
2714,C92054,6,392G,1.265079,9,
2715,C92054,7,924A,1.27832,9,
2716,C92054,8,159C,1.33014,9,
2717,C92054,9,378A,1.870059,9,
2719,C12847,1,924A,0.700557,9,
2720,C12847,2,090A,0.718621,9,
2721,C12847,3,150B,0.719586,9,
2722,C12847,4,854A,0.727047,9,
2723,C12847,5,373A,0.738576,9,
2724,C12847,6,011A,0.805516,9,
2725,C12847,7,174A,0.834295,9,
2726,C12847,8,065A,0.871019,9,
2727,C12847,9,865A,0.912385,9,
2729,C13181,1,044A,0.941769,4,
2730,C13181,2,1011A,1.149792,4,
2731,C13181,3,005A,1.351241,4,
2732,C13181,4,903A,1.388389,4,
2734,C13211,1,017A,0.975373,4,
2735,C13211,2,032A,1.039638,4,
2736,C13211,3,924A,1.149468,4,
2737,C13211,4,159C,1.164646,4,
2739,C11955,1,160A,0.940415,9,
2740,C11955,2,790A,1.060507,9,
2741,C11955,3,279A,1.076683,9,
2742,C11955,4,011A,1.098029,9,
2743,C11955,5,870A,1.152124,9,
2744,C11955,6,159C,1.167013,9,
2745,C11955,7,373A,1.202166,9,
2746,C11955,8,955A,1.214043,9,
2747,C11955,9,005A,1.360082,9,
2749,C13212,1,032A,1.137799,7,
2750,C13212,2,232A,1.182225,7,
2751,C13212,3,159C,1.233851,7,
2752,C13212,4,503F,1.244631,7,
2753,C13212,5,065A,1.284549,7,
2754,C13212,6,124A,1.336033,7,
2755,C13212,7,924A,1.468695,7,
2757,C13390,1,169A,0.979745,7,
2758,C13390,2,955A,0.993183,7,
2759,C13390,3,392G,1.010752,7,
2760,C13390,4,011A,1.028328,7,
2761,C13390,5,164A,1.030769,7,
2762,C13390,6,870A,1.052723,7,
2763,C13390,7,417A,1.114686,7,
2765,C12519S,1,697A,1.032454,2,
2766,C12519S,2,720A,1.055409,2,
2768,C12019,1,017A,1.119792,5,
2769,C12019,2,163D,1.226524,5,
2770,C12019,3,032A,1.253138,5,
2771,C12019,4,159C,1.258637,5,
2772,C12019,5,924A,1.4136,5,
2774,C13328,1,547A,0.967153,2,
2775,C13328,2,091A,1.067486,2,
2777,C13525,1,547A,0.936116,2,
2778,C13525,2,091A,1.026549,2,
2780,C93200,1,903A,1.21203,2,
2781,C93200,2,160A,1.506622,2,
2783,C13437,1,005A,1.118653,4,
2784,C13437,2,505A,1.167446,4,
2785,C13437,3,160A,1.190533,4,
2786,C13437,4,163D,1.321196,4,
2788,MM5002,1,1134A,0.976528,4,
2789,MM5002,2,1133A,1.505637,4,
2790,MM5002,3,447A,1.687964,4,
2791,MM5002,4,1059A,2.277055,4,
2793,C12168,1,1133A,0.842205,5,
2794,C12168,2,1058A,0.890661,5,
2795,C12168,3,995A,0.945744,5,
2796,C12168,4,674A,1.139394,5,
2797,C12168,5,968A,1.734193,5,
2799,C13172,1,162A,0.999535,6,
2800,C13172,2,982A,1.040235,6,
2801,C13172,3,1010A,1.060859,6,
2802,C13172,4,1128A,1.100658,6,
2803,C13172,5,674A,1.242151,6,
2804,C13172,6,060A,1.443483,6,
2806,C13310,1,1058A,1.004718,9,
2807,C13310,2,1134A,1.032202,9,
2808,C13310,3,982A,1.078083,9,
2809,C13310,4,674A,1.136141,9,
2810,C13310,5,162A,1.273433,9,
2811,C13310,6,655A,1.323381,9,
2812,C13310,7,1131A,1.328668,9,
2813,C13310,8,060C,1.515238,9,
2814,C13310,9,1010A,2.372484,9,
2816,C13517,1,505A,1.038124,6,
2817,C13517,2,163D,1.127253,6,
2818,C13517,3,005A,1.146223,6,
2819,C13517,4,2005A,1.216716,6,
2820,C13517,5,547A,1.239594,6,
2821,C13517,6,159C,1.267014,6,
2823,C13309,1,179A,0.82276,5,
2824,C13309,2,982A,0.855815,5,
2825,C13309,3,162A,0.967511,5,
2826,C13309,4,060A,0.970548,5,
2827,C13309,5,595A,1.039846,5,
2829,C13330,1,005A,0.885599,5,
2830,C13330,2,091A,0.931605,5,
2831,C13330,3,505A,0.935531,5,
2832,C13330,4,547A,1.07679,5,
2833,C13330,5,159C,1.181785,5,
2835,C13008,1,163D,0.888604,4,
2836,C13008,2,159C,0.919784,4,
2837,C13008,3,017A,0.976337,4,
2838,C13008,4,692A,1.118452,4,
2840,MM5005,1,655A,0.758613,4,
2841,MM5005,2,447A,0.974076,4,
2842,MM5005,3,074A,1.315794,4,
2843,MM5005,4,009A,1.59407,4,
2845,C13153,1,982A,0.789201,4,
2846,C13153,2,060A,0.824127,4,
2847,C13153,3,162A,0.896787,4,
2848,C13153,4,179A,0.953942,4,
2850,C13433R,1,159C,0.912244,4,
2851,C13433R,2,150B,1.125276,4,
2852,C13433R,3,065A,1.215776,4,
2853,C13433R,4,854A,1.274575,4,
2855,C13308,1,655A,0.839911,4,
2856,C13308,2,009A,1.110305,4,
2857,C13308,3,447A,1.164953,4,
2858,C13308,4,074A,1.504985,4,
2860,C13112,1,547A,0.917792,4,
2861,C13112,2,091A,1.051209,4,
2862,C13112,3,505A,1.183753,4,
2863,C13112,4,005A,1.250884,4,
2865,C12393,1,279A,0.942085,9,
2866,C12393,2,903A,0.953369,9,
2867,C12393,3,159C,0.969139,9,
2868,C12393,4,968A,0.970218,9,
2869,C12393,5,093B,0.992558,9,
2870,C12393,6,790A,1.051262,9,
2871,C12393,7,160A,1.136168,9,
2872,C12393,8,779A,1.1395,9,
2873,C12393,9,417A,1.269246,9,
2875,C13520,1,232A,1.113761,4,
2876,C13520,2,159C,1.31676,4,
2877,C13520,3,503F,1.391937,4,
2878,C13520,4,169A,1.51626,4,
2880,C13616,1,435A,0.797017,6,
2881,C13616,2,124A,1.123334,6,
2882,C13616,3,232A,1.190733,6,
2883,C13616,4,159C,1.339054,6,
2884,C13616,5,1068A,1.577267,6,
2885,C13616,6,1029A,1.638954,6,
2887,C13346,1,032A,0.837434,4,
2888,C13346,2,159C,1.072833,4,
2889,C13346,3,924A,1.074891,4,
2890,C13346,4,017A,1.173214,4,
2892,C13325,1,505A,0.876264,5,
2893,C13325,2,091A,0.902098,5,
2894,C13325,3,163D,0.914988,5,
2895,C13325,4,547A,0.939232,5,
2896,C13325,5,159C,1.058857,5,
2898,C13337,1,982A,0.673589,7,
2899,C13337,2,1058A,0.740107,7,
2900,C13337,3,1010A,0.780159,7,
2901,C13337,4,997A,0.837942,7,
2902,C13337,5,1128A,0.838472,7,
2903,C13337,6,162A,0.966075,7,
2904,C13337,7,060A,0.981168,7,
2906,C13338,1,179A,0.88185,7,
2907,C13338,2,162A,0.959753,7,
2908,C13338,3,060A,1.039201,7,
2909,C13338,1,179A,0.88185,7,
2910,C13338,2,162A,0.9597530000000001,7,
2912,C13338,4,060A,1.039201,7,
2914,C12801,1,547C,0.807133,2,
2915,C12801,2,807A,1.058956,2,
2917,C13312,1,179A,0.876822,7,
2918,C13312,2,162A,0.92229,7,
2919,C13312,3,060A,1.127892,7,
2920,C13312,1,179A,0.876822,7,
2921,C13312,2,162A,0.9222899999999999,7,
2923,C13312,4,060A,1.2863399999999998,7,
2925,C13565,1,547C,1.139994,3,
2927,C13565,2,547C,1.139994,3,
2929,C12306,1,435A,1.097187,15,
2930,C12306,2,084A,1.168397,15,
2931,C12306,3,801A,1.192988,15,
2932,C12306,4,769A,1.276397,15,
2933,C12306,5,053D,1.297873,15,
2934,C12306,6,696A,1.392755,15,
2935,C12306,7,159C,1.718959,15,
2937,C12306,2,435A,1.097187,15,
2938,C12306,3,084A,1.168397,15,
2939,C12306,4,801A,1.192988,15,
2940,C12306,5,769A,1.276397,15,
2941,C12306,6,053D,1.2978729999999998,15,
2942,C12306,7,696A,1.392755,15,
2943,C12306,8,159C,1.7189590000000001,15,
2945,C13150,1,1010A,0.749428,11,
2946,C13150,2,162A,0.814782,11,
2947,C13150,3,997A,0.859101,11,
2948,C13150,4,060A,0.98541,11,
2949,C13150,5,982A,0.991931,11,
2950,C13150,1,1010A,0.7494280000000001,11,
2951,C13150,2,162A,0.814782,11,
2952,C13150,3,997A,0.859101,11,
2953,C13150,4,060A,0.98541,11,
2954,C13150,5,982A,0.991931,11,
2956,C12405,1,110E,0.949809,3,
2957,C12405,1,110E,0.949809,3,
2959,C12379,1,884A,0.979418,7,
2960,C12379,2,865A,1.012091,7,
2961,C12379,3,870A,1.01355,7,
2962,C12379,4,692A,1.051544,7,
2963,C12379,5,065A,1.184979,7,
2964,C12379,6,159C,1.199243,7,
2965,C12379,7,696A,1.243571,7,
2967,C12778,1,767A,0.687844,1,
2969,C13154,1,162A,0.785038,3,
2970,C13154,2,060A,0.864094,3,
2971,C13154,3,595A,1.529122,3,
2973,MM4003,1,1153A,0.788162,2,
2974,MM4003,2,150B,0.884339,2,
2976,C13147,1,071A,0.778491,5,
2977,C13147,2,174A,0.900531,5,
2978,C13147,3,360A,0.900751,5,
2979,C13147,4,163D,0.940693,5,
2980,C13147,5,159C,0.988809,5,
2982,C12524,1,392G,0.906617,9,
2983,C12524,2,011A,0.908369,9,
2984,C12524,3,696A,0.933808,9,
2985,C12524,4,870A,0.960296,9,
2986,C12524,5,417A,0.984733,9,
2987,C12524,6,169A,0.985941,9,
2988,C12524,7,955A,1.068637,9,
2989,C12524,8,159C,1.078492,9,
2990,C12524,9,373A,1.116175,9,
2992,C13499,1,276A,1.004783,3,
2993,C13499,2,903A,1.194221,3,
2994,C13499,3,1029A,1.206967,3,
2996,C13445,1,163D,0.825149,5,
2997,C13445,2,505A,0.92574,5,
2998,C13445,3,005A,0.933945,5,
2999,C13445,4,295A,1.000327,5,
3000,C13445,5,160A,1.077442,5,
3002,C13054,1,1162A,1.315907,4,
3003,C13054,2,124A,1.478612,4,
3004,C13054,3,793A,1.791873,4,
3005,C13054,4,941A,1.84448,4,
3007,C91032W,1,1155A,0.281714,3,
3008,C91032W,2,1161A,0.480766,3,
3009,C91032W,3,360A,0.722857,3,
3011,C12305,1,053D,0.957342,4,
3012,C12305,2,547A,1.026561,4,
3013,C12305,3,S2447,1.108522,4,
3014,C12305,4,139B,1.131433,4,
3016,C13691,1,720A,1.231949,3,
3017,C13691,2,1098A,1.367216,3,
3018,C13691,3,697A,1.433381,3,
3020,MM4004,1,071A,0.773062,2,
3021,MM4004,2,028B,0.868377,2,
3023,MM4005,1,163D,0.677484,2,
3024,MM4005,2,028B,0.758876,2,
3026,MM4007,1,766C,1.0,1,
3028,C13178,1,924A,0.953499,10,
3029,C13178,2,017A,0.987715,10,
3030,C13178,3,159C,0.988359,10,
3031,C13178,4,696A,1.000627,10,
3032,C13178,5,065A,1.008559,10,
3033,C13178,6,099H,1.020673,10,
3034,C13178,7,032A,1.026369,10,
3035,C13178,8,870A,1.036641,10,
3036,C13178,9,417A,1.037374,10,
3037,C13178,10,163D,1.039312,10,
3039,MM4006,1,163D,0.850151,4,
3040,MM4006,2,028B,0.909278,4,
3041,MM4006,3,174A,0.942772,4,
3042,MM4006,4,071A,1.009904,4,
3044,MM4008,1,163D,0.925,2,
3045,MM4008,2,028B,0.925833,2,
3047,MM4009,1,232A,1.010851,2,
3048,MM4009,2,903A,1.630614,2,
3050,MM4010,1,1165T,1.029121,1,
3052,C12489,1,090A,0.890725,3,
3053,C12489,2,150B,0.894572,3,
3054,C12489,3,854A,1.052926,3,
3056,C13692,1,009A,0.764591,4,
3057,C13692,2,074A,0.826624,4,
3058,C13692,3,447A,0.844926,4,
3059,C13692,4,790A,1.028859,4,
3061,C13131,1,160A,0.722897,10,
3062,C13131,2,585A,0.793966,10,
3063,C13131,3,279A,0.864272,10,
3064,C13131,4,163D,0.882288,10,
3065,C13131,5,159C,0.908829,10,
3066,C13131,6,417A,0.955453,10,
3067,C13131,7,790A,0.970627,10,
3068,C13131,8,870A,1.006151,10,
3069,C13131,9,779A,1.012146,10,
3070,C13131,10,955A,1.019232,10,
3072,MM6003R,1,163D,0.967371,1,
3074,C12638,1,884A,0.901266,12,
3075,C12638,2,169A,0.921466,12,
3076,C12638,3,164A,0.933213,12,
3077,C12638,4,392G,0.941721,12,
3078,C12638,5,011A,0.950689,12,
3079,C12638,6,870A,0.958145,12,
3080,C12638,7,696A,0.997808,12,
3081,C12638,8,373A,1.035872,12,
3082,C12638,9,099H,1.043007,12,
3083,C12638,10,692A,1.045374,12,
3084,C12638,11,417A,1.055193,12,
3085,C12638,12,865A,1.136967,12,
3087,C13085,1,1129A,1.284201,3,
3088,C13085,2,084A,1.419686,3,
3089,C13085,3,091A,1.554472,3,
3091,C13431R,1,720A,0.764043,3,
3092,C13431R,2,1095A,0.782109,3,
3093,C13431R,3,697A,0.969725,3,
3095,C13108,1,163D,0.867072,5,
3096,C13108,2,505A,0.885708,5,
3097,C13108,3,547A,0.934645,5,
3098,C13108,4,091A,0.953425,5,
3099,C13108,5,005A,0.960633,5,
3101,C13436,1,696A,0.802333,3,
3102,C13436,2,903A,0.847582,3,
3103,C13436,3,854A,1.037646,3,
3105,C13227,1,160A,0.747978,6,
3106,C13227,2,284A,0.814407,6,
3107,C13227,3,279A,0.926516,6,
3108,C13227,4,767A,0.969128,6,
3109,C13227,5,476A,1.043696,6,
3110,C13227,6,1129A,1.171357,6,
3112,MM1007R,1,096A,0.997693,3,
3113,MM1007R,2,017A,1.08889,3,
3114,MM1007R,3,159C,1.144191,3,
3116,C13619,1,1116A,1.202401,4,
3117,C13619,2,279A,1.24619,4,
3118,C13619,3,769A,1.498141,4,
3119,C13619,4,793A,1.746498,4,
3121,C12534,1,417A,1.135214,8,
3122,C12534,2,164A,1.218231,8,
3123,C12534,3,870A,1.250229,8,
3124,C12534,4,169A,1.250354,8,
3125,C12534,5,392G,1.355549,8,
3126,C12534,6,053D,1.365096,8,
3127,C12534,7,703A,1.422924,8,
3128,C12534,8,159C,1.493193,8,
3130,C12495,1,585A,1.104209,5,
3131,C12495,2,790A,1.106245,5,
3132,C12495,3,159C,1.161652,5,
3133,C12495,4,668A,1.403975,5,
3134,C12495,5,955A,1.455902,5,
3136,C13545,1,720A,1.042134,1,
3138,MM5006,1,547A,0.853701,3,
3139,MM5006,2,091A,0.924572,3,
3140,MM5006,3,505A,0.940216,3,
3142,C13734,1,505A,1.05878,4,
3143,C13734,2,005A,1.179026,4,
3144,C13734,3,547A,1.217877,4,
3145,C13734,4,091A,1.306008,4,
3147,C13250,1,903A,1.083638,4,
3148,C13250,2,360A,1.128876,4,
3149,C13250,3,174A,1.194115,4,
3150,C13250,4,276A,1.46827,4,
3152,C13087,1,279A,1.053459,4,
3153,C13087,2,S2447,1.11747,4,
3154,C13087,3,767A,1.345493,4,
3155,C13087,4,1129A,1.582561,4,
3157,C13498R,1,163D,1.009569,3,
3158,C13498R,2,017A,1.046694,3,
3159,C13498R,3,159C,1.167061,3,
3161,RR12380,1,1199A,0.853571,2,
3162,RR12380,2,1133A,1.523475,2,
3164,C12614,1,870A,1.137456,3,
3165,C12614,2,164A,1.242235,3,
3166,C12614,3,696A,1.384837,3,
3168,C12319,1,870A,0.808326,9,
3169,C12319,2,011A,0.827596,9,
3170,C12319,3,169A,0.837959,9,
3171,C12319,4,164A,0.839837,9,
3172,C12319,5,696A,0.880506,9,
3173,C12319,6,865A,0.882843,9,
3174,C12319,7,392G,0.893997,9,
3175,C12319,8,417A,0.94509,9,
3176,C12319,9,159C,0.9977,9,
3178,C13488,1,011A,1.177803,7,
3179,C13488,2,169A,1.22297,7,
3180,C13488,3,164A,1.241483,7,
3181,C13488,4,373A,1.251453,7,
3182,C13488,5,099H,1.316908,7,
3183,C13488,6,1164A,1.569643,7,
3184,C13488,7,562A,1.748459,7,
3186,MM1011,1,1133A,1.078199,4,
3187,MM1011,2,1007A,1.275993,4,
3188,MM1011,3,232A,1.714431,4,
3189,MM1011,4,790A,3.196736,4,
3191,C12390,1,164A,0.92317,7,
3192,C12390,2,870A,0.950625,7,
3193,C12390,3,955A,0.980424,7,
3194,C12390,4,169A,1.034316,7,
3195,C12390,5,392G,1.036495,7,
3196,C12390,6,790A,1.076402,7,
3197,C12390,7,373A,1.080685,7,
3199,C13693,1,017A,1.071383,1,
3201,C13244,1,1208A,0.880252,8,
3202,C13244,2,870A,0.899322,8,
3203,C13244,3,169A,0.917594,8,
3204,C13244,4,696A,0.918312,8,
3205,C13244,5,164A,0.939494,8,
3206,C13244,6,392G,0.95088,8,
3207,C13244,7,1164A,0.978082,8,
3208,C13244,8,417A,1.057876,8,
3210,MM1009,1,1209A,0.75,2,
3211,MM1009,2,997A,0.996875,2,
3213,MM1012,1,1210A,0.607479,2,
3214,MM1012,2,2014A,0.915969,2,
3216,C13538,1,903A,1.172609,2,
3217,C13538,2,790A,1.276224,2,
3219,C12635,1,090A,1.003488,2,
3220,C12635,2,150B,1.061603,2,
3222,C13591,1,903A,0.941086,7,
3223,C13591,2,160A,0.96348,7,
3224,C13591,3,373A,1.073253,7,
3225,C13591,4,053D,1.084834,7,
3226,C13591,5,159C,1.105088,7,
3227,C13591,6,232A,1.173287,7,
3228,C13591,7,005A,1.225404,7,
3230,C13229,1,381A,1.233257,2,
3231,C13229,2,084A,1.325298,2,
3233,C11925,1,164A,0.855982,6,
3234,C11925,2,870A,0.905196,6,
3235,C11925,3,011A,0.907971,6,
3236,C11925,4,417A,0.922732,6,
3237,C11925,5,924A,1.001053,6,
3238,C11925,6,1164A,1.109642,6,
3240,MM6004,1,1213A,0.985437,1,
3242,MM2005,1,1200A,1.457828,3,
3243,MM2005,2,1095A,1.480873,3,
3244,MM2005,3,975A,1.655884,3,
3246,C12380,1,099H,0.94,7,
3247,C12380,2,696A,0.974451,7,
3248,C12380,3,164A,1.022164,7,
3249,C12380,4,360A,1.092613,7,
3250,C12380,5,373A,1.093781,7,
3251,C12380,6,692A,1.127491,7,
3252,C12380,7,870A,1.136822,7,
3254,C13313,1,982A,0.720747,3,
3255,C13313,2,162A,0.794989,3,
3256,C13313,3,060A,0.902362,3,
3258,C13379,1,968A,0.791375,16,
3259,C13379,2,011A,0.834989,16,
3260,C13379,3,973A,0.837058,16,
3261,C13379,4,169A,0.837247,16,
3262,C13379,5,696A,0.845191,16,
3263,C13379,6,870A,0.871586,16,
3264,C13379,7,417A,0.895926,16,
3265,C13379,8,562A,0.898837,16,
3266,C13379,9,164A,0.914841,16,
3267,C13379,10,790A,0.937693,16,
3268,C13379,11,373A,0.950446,16,
3269,C13379,12,903A,0.969057,16,
3270,C13379,13,711A,0.992045,16,
3271,C13379,14,084A,1.028646,16,
3272,C13379,15,232A,1.032938,16,
3273,C13379,16,924A,1.044206,16,
3275,C13713,1,162A,0.899371,4,
3276,C13713,2,179A,0.917758,4,
3277,C13713,3,595A,1.051163,4,
3278,C13713,4,982A,1.097053,4,
3280,MM3005,1,435A,1.289882,5,
3281,MM3005,2,159C,1.298992,5,
3282,MM3005,3,232A,1.360467,5,
3283,MM3005,4,1068A,1.373837,5,
3284,MM3005,5,1040A,1.517894,5,
3286,C13785,1,982A,0.978935,3,
3287,C13785,2,060A,0.987609,3,
3288,C13785,3,595A,0.990655,3,
3290,C13356,1,017A,0.920889,5,
3291,C13356,2,924A,0.989662,5,
3292,C13356,3,032A,1.001415,5,
3293,C13356,4,163A,1.118957,5,
3294,C13356,5,159C,1.14739,5,
3296,C13549,1,696A,0.897526,10,
3297,C13549,2,065A,1.00224,10,
3298,C13549,3,163A,1.007143,10,
3299,C13549,4,924A,1.060811,10,
3300,C13549,5,692A,1.071684,10,
3301,C13549,6,032A,1.093854,10,
3302,C13549,7,150B,1.102109,10,
3303,C13549,8,276A,1.118375,10,
3304,C13549,9,865A,1.13493,10,
3305,C13549,10,159C,1.188789,10,
3307,C13351,1,163A,0.957711,4,
3308,C13351,2,017A,0.967174,4,
3309,C13351,3,159C,1.065794,4,
3310,C13351,4,924A,1.126655,4,
3312,C13340,1,159C,0.909307,5,
3313,C13340,2,1011A,0.955989,5,
3314,C13340,3,032A,0.983681,5,
3315,C13340,4,924A,1.029706,5,
3316,C13340,5,017A,1.074592,5,
3318,C13353,1,159C,1.128649,3,
3319,C13353,2,924A,1.160543,3,
3320,C13353,3,032A,1.161347,3,
3322,C13446,1,160A,0.738106,6,
3323,C13446,2,005A,0.792011,6,
3324,C13446,3,505A,0.896955,6,
3325,C13446,4,163D,0.997825,6,
3326,C13446,5,295A,1.037066,6,
3327,C13446,6,790A,1.047212,6,
3329,MM3007,1,503F,1.022951,1,
3331,MM6007,1,1209A,7.5,1,
3333,MM6008,1,1229A,0.9668,2,
3334,MM6008,2,982A,1.48,2,
3336,C12798,1,279A,0.898678,11,
3337,C12798,2,1089A,0.935281,11,
3338,C12798,3,674A,1.011322,11,
3339,C12798,4,476A,1.032316,11,
3340,C12798,5,160A,1.034568,11,
3341,C12798,6,084A,1.041944,11,
3342,C12798,7,409A,1.097732,11,
3343,C12798,8,769A,1.10377,11,
3344,C12798,9,767A,1.166445,11,
3345,C12798,10,547A,1.2566,11,
3346,C12798,11,169A,1.506665,11,
3348,C13435,1,017A,1.018645,3,
3349,C13435,2,417A,1.031561,3,
3350,C13435,3,091A,1.0853,3,
3352,C13439,1,160A,1.046324,4,
3353,C13439,2,159C,1.208352,4,
3354,C13439,3,005A,1.245298,4,
3355,C13439,4,163C,1.346641,4,
3357,MM2007,1,162A,0.428707,4,
3358,MM2007,2,060A,0.573511,4,
3359,MM2007,3,982A,0.633726,4,
3360,MM2007,4,595A,1.320658,4,
3362,C13354,1,032A,0.939083,5,
3363,C13354,2,065A,0.984228,5,
3364,C13354,3,696A,1.084453,5,
3365,C13354,4,163A,1.17875,5,
3366,C13354,5,159C,1.269195,5,
3368,C13932,1,668A,0.97343,4,
3369,C13932,2,163A,1.003267,4,
3370,C13932,3,701A,1.080184,4,
3371,C13932,4,159C,1.090827,4,
3373,C12864,1,924A,0.933993,5,
3374,C12864,2,017A,0.970537,5,
3375,C12864,3,163A,1.01482,5,
3376,C12864,4,028B,1.017556,5,
3377,C12864,5,159C,1.108885,5,
3379,C13729,1,982A,0.712364,8,
3380,C13729,2,1058A,0.809087,8,
3381,C13729,3,1146A,1.012361,8,
3382,C13729,4,997A,1.185854,8,
3383,C13729,5,1131A,1.20017,8,
3384,C13729,6,060A,1.290304,8,
3385,C13729,7,1010A,1.579247,8,
3386,C13729,8,1233A,1.582141,8,
3388,C13901,1,982A,0.858162,3,
3389,C13901,2,179A,0.903015,3,
3390,C13901,3,595A,0.912709,3,
3392,C13902,1,982A,0.858162,3,
3393,C13902,2,179A,0.903015,3,
3394,C13902,3,595A,0.912709,3,
3396,C13904,1,179A,0.743454,5,
3397,C13904,2,162A,0.821727,5,
3398,C13904,3,1134A,1.012013,5,
3399,C13904,4,595A,1.235202,5,
3400,C13904,5,982A,1.672876,5,
3402,C13861,1,939A,1.05424,5,
3403,C13861,2,110E,1.089443,5,
3404,C13861,3,160A,1.097536,5,
3405,C13861,4,621A,1.14545,5,
3406,C13861,5,547A,1.204249,5,
3408,C13595,1,793A,0.23487,7,
3409,C13595,2,084A,0.539481,7,
3410,C13595,3,476A,0.631174,7,
3411,C13595,4,944A,0.636556,7,
3412,C13595,5,1058A,0.7042,7,
3413,C13595,6,409A,0.732296,7,
3414,C13595,7,1104A,1.391134,7,
3416,C13863,1,547A,0.89717,5,
3417,C13863,2,505A,0.934833,5,
3418,C13863,3,091A,0.969978,5,
3419,C13863,4,005A,1.137071,5,
3420,C13863,5,163D,1.19452,5,
3422,C13880,1,505A,0.910839,4,
3423,C13880,2,005A,0.945843,4,
3424,C13880,3,163A,0.959002,4,
